attribution_id,incident_id,attribution_year,attribution_month,attribution_day,attribution_date,attribution_basis,attribution_type,attributing_country,attributing_actor,settled_attribution,initiator_name,initiator_alpha_2,initiator_country,initiator_category,initiator_subcategory
23382,1703,2022.0,8.0,1.0,,Media-based attribution,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Killnet,,Killnet,RU,Russia,Non-state-group,Hacktivist(s)
23382,1703,2022.0,8.0,1.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Killnet,,Killnet,RU,Russia,Non-state-group,Hacktivist(s)
23383,1821,2022.0,12.0,27.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Russia,Killnet,,,RU,Russia,Non-state-group,Hacktivist(s)
23384,1853,2022.0,4.0,20.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Czech Republic,"Vit Rakusan (Minister of the Interior, Czech Republic)",,Killnet,RU,Russia,Non-state-group,Hacktivist(s)
23385,1853,2022.0,4.0,19.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,Killnet,,Killnet,RU,Russia,Non-state-group,Hacktivist(s)
23386,1865,2023.0,1.0,27.0,,IT-security community attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Slovakia,ESET,,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",RU,Russia,State affiliated actor,
23387,1849,2022.0,11.0,1.0,,Attribution by third-party,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,"Yuriy Butusov (Journalist and War Correspondent, Ukraine)",,,UA,Ukraine,,
23388,1849,2022.0,12.0,20.0,,Attribution by receiver government / state entity,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,,,,RU,Russia,,
23389,1637,2022.0,7.0,19.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Google's TAG,,"Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Secret Blizzard fka KRYPTON/G0010/UAC-0003 (FSB Centre 16, Unit 71330)",RU,Russia,State affiliated actor,
23391,1650,2022.0,3.0,8.0,,,,,,,,,,,
23392,1611,2022.0,6.0,2.0,,Attribution by receiver government / state entity,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Ukraine,CERT-UA,,,,,,
23393,1682,2022.0,9.0,7.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Google's TAG,,,RU,Russia,State affiliated actor,
23394,1657,2022.0,3.0,16.0,,Media-based attribution,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Russia,,,,UA,Ukraine,,
23425,3815,,,,,,,,,,,,,,
23435,3794,2024.0,9.0,18.0,,Attacker confirms,"Political statement / report (e.g., on government / state agency websites)",United States,US Department of Justice (DoJ),,Federal Bureau of Investigation (FBI),US,United States,State,
23437,3732,,,,,,,,,,,,,,
23438,3817,,,,,,,,,,,,,,
23439,3818,,,,,,,,,,,,,,
23454,3877,,,,,,,,,,,,,,
23455,3876,,,,,,,,,,,,,,
23456,3873,2024.0,9.0,26.0,,Attacker confirms,"Anonymous statement in media report (e.g., Reuters article cites the attribution statements of unnamed officials, or persons with knowledge into the matter etc.)",Ukraine,Ukraine´s Defense Intelligence (HUR),,Ukraine's Main Directorate of Intelligence (HUR) cyber specialists,UA,Ukraine,State,
23459,3872,,,,,,,,,,,,,,
23460,3869,,,,,,,,,,,,,,
23503,1912,2023.0,2.0,14.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Japan,AhnLab,,APT37/Richochet Chollima/Red Eyes/InkySquid/ScarCruft/Reaper/Group123/TEMP.Reaper/Venus 121/G0067,KP,"Korea, Democratic People's Republic of",State affiliated actor,
23504,1905,2023.0,2.0,10.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Mexico,"Salvador Leyva (Public Defender's Office, Mexico)",,,,,,
23504,1905,2023.0,2.0,10.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Mexico,"Salvador Leyva (Public Defender's Office, Mexico)",,"Maria Isabel Miranda Torres (Social Activist, Mexico)",MX,Mexico,Individual hacker(s),
23505,1782,2022.0,5.0,19.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Israel,Check Point Research,,Twisted Panda,CN,China,State affiliated actor,
23506,1738,2022.0,9.0,3.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,Team OneFist,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23506,1738,2022.0,9.0,3.0,,Attacker confirms,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,Anonymous,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23506,1738,2022.0,9.0,3.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,Team OneFist,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23506,1738,2022.0,9.0,3.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,Anonymous,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23506,1738,2022.0,9.0,3.0,,Media-based attribution,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,Anonymous,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23506,1738,2022.0,9.0,3.0,,Media-based attribution,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,Anonymous,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23506,1738,2022.0,9.0,3.0,,Media-based attribution,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,Team OneFist,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23506,1738,2022.0,9.0,3.0,,Media-based attribution,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,Team OneFist,,Team OneFist,UA,Ukraine,Non-state-group,Hacktivist(s)
23507,1733,2022.0,5.0,3.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Google's TAG,,,CN,China,State affiliated actor,
23508,1702,2022.0,2.0,4.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,"Gamaredon/Shuckworm/BlueAlpha/Aqua Blizzard fka ACTINIUM, DEV-0157/Primitive Bear/Armageddon/UNC530/G0047 (FSB Centre 18, Crimea)",RU,Russia,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
23509,1653,2022.0,11.0,3.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",Ukraine,IT Army of Ukraine,,IT Army of Ukraine,UA,Ukraine,Non-state-group,Hacktivist(s)
23510,1651,2022.0,3.0,11.0,,Receiver attributes attacker,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Russia,Rostec,,,UA,Ukraine,Non-state-group,Hacktivist(s)
23512,1630,2022.0,4.0,14.0,,Attribution by receiver government / state entity,"Political statement / report (e.g., on government / state agency websites)",United States,Federal Bureau of Investigation (FBI),,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
23513,1630,2022.0,4.0,14.0,,Attribution by receiver government / state entity,Domestic legal action,United States,Department of the Treasury’s Office of Foreign Assets Control (OFAC),,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
23514,1630,2023.0,5.0,23.0,,Attribution by receiver government / state entity,Domestic legal action,United States,Department of the Treasury’s Office of Foreign Assets Control (OFAC),,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State,
23515,1575,2022.0,2.0,25.0,,Media-based attribution,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",United Kingdom,BBC,,,RU,Russia,Non-state-group,Hacktivist(s)
23515,1575,2022.0,2.0,25.0,,Attacker confirms,"Media report (e.g., Reuters makes an attribution statement, without naming further sources)",United Kingdom,BBC,,,RU,Russia,Non-state-group,Hacktivist(s)
23516,1572,2022.0,3.0,1.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Slovakia,ESET,,,,,,
23517,1572,2022.0,3.0,4.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",Singapore,Cyfirma,,,RU,Russia,State,
23518,1571,2022.0,2.0,28.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,"Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",RU,Russia,State,
23519,1565,2022.0,1.0,31.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Symantec,,"Gamaredon/Shuckworm/BlueAlpha/Aqua Blizzard fka ACTINIUM, DEV-0157/Primitive Bear/Armageddon/UNC530/G0047 (FSB Centre 18, Crimea)",RU,Russia,State affiliated actor,"Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)"
23520,1541,2022.0,3.0,28.0,,Attribution by receiver government / state entity,"Direct statement in media report (e.g., Reuters article cites the attribution statements by a person) / self-attribution via social media",Ukraine,"Yurii Shchyhol (Chairman of the State Service of Special Communication and Information Protection, UKR)",,,RU,Russia,State,
23521,1537,2022.0,9.0,29.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",KP,"Korea, Democratic People's Republic of",State affiliated actor,
23522,1529,2022.0,6.0,17.0,,Attribution by receiver government / state entity,Domestic legal action,Germany,Public Prosecutor General at the Federal Court of Justice,,,RU,Russia,Individual hacker(s),
23522,1529,2022.0,6.0,17.0,,Attribution by receiver government / state entity,Domestic legal action,Germany,Public Prosecutor General at the Federal Court of Justice,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23522,1529,2022.0,6.0,17.0,,Attribution by receiver government / state entity,Domestic legal action,Germany,Public Prosecutor General at the Federal Court of Justice,,Main Directorate of the General Staff of the Armed Forces of the Russian Federation,RU,Russia,State,
23523,1523,2022.0,3.0,20.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Anonymous,,Anonymous,,,Non-state-group,Hacktivist(s)
23523,1523,2022.0,3.0,20.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Anonymous,,GhostSec/Ghost Security,,,Non-state-group,Hacktivist(s)
23523,1523,2022.0,3.0,20.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,GhostSec,,Anonymous,,,Non-state-group,Hacktivist(s)
23523,1523,2022.0,3.0,20.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,GhostSec,,GhostSec/Ghost Security,,,Non-state-group,Hacktivist(s)
23524,1522,2022.0,4.0,27.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,,RU,Russia,State,
23525,1515,2022.0,4.0,27.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",RU,Russia,State affiliated actor,
23525,1515,2022.0,4.0,27.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Microsoft,,GRU,RU,Russia,State,
23526,1509,2022.0,7.0,21.0,,Attacker confirms,"Self-attribution in the course of the attack (e.g., via defacement statements on websites)",,Everest,,Everest,,,,
23527,1507,2017.0,10.0,20.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Lookout,,,CN,China,State affiliated actor,
23528,1506,2016.0,1.0,24.0,,IT-security community attributes attacker,"Technical report (e.g., by IT-companies, Citizen Lab, EFF)",United States,Palo Alto Networks Unit 42,,Scarlet Mimic,CN,China,State affiliated actor,
